id,rank,title_en,year,rating,film_title_cleaned,num_votes,director,actor1,actor2,film_age,collaboration1,collaboration2
tt1745960,123,Top Gun: Maverick,2022,8.2,topgunmaverick,578361,Joseph Kosinski, Tom Cruise,Jennifer Connelly,1,Joseph Kosinski -  Tom Cruise - 1,Joseph Kosinski - Jennifer Connelly - 1
tt0363163,124,Downfall,2004,8.2,downfall,361538,Oliver Hirschbiegel, Bruno Ganz,Alexandra Maria Lara,19,Oliver Hirschbiegel -  Bruno Ganz - 1,Oliver Hirschbiegel - Alexandra Maria Lara - 1
tt5074352,125,Dangal,2016,8.2,dangal,196554,Nitesh Tiwari, Aamir Khan,Sakshi Tanwar,7,Nitesh Tiwari -  Aamir Khan - 1,Nitesh Tiwari - Sakshi Tanwar - 1
tt0059578,126,For a Few Dollars More,1965,8.2,forafewdollarsmore,262052,Sergio Leone, Clint Eastwood,Lee Van Cleef,58,Sergio Leone -  Clint Eastwood - 2,Sergio Leone - Lee Van Cleef - 1
tt0372784,127,Batman Begins,2005,8.2,batmanbegins,1498264,Christopher Nolan, Christian Bale,Michael Caine,18,Christopher Nolan -  Christian Bale - 4,Christopher Nolan - Michael Caine - 1
tt0012349,128,The Kid,1921,8.2,thekid,128955,Charles Chaplin, Charles Chaplin,Edna Purviance,102,Charles Chaplin -  Charles Chaplin - 5,Charles Chaplin - Edna Purviance - 1
tt0053291,129,Some Like It Hot,1959,8.2,somelikeithot,272438,Billy Wilder, Marilyn Monroe,Tony Curtis,64,Billy Wilder -  Marilyn Monroe - 1,Billy Wilder - Tony Curtis - 1
tt10272386,130,The Father,2020,8.2,thefather,166221,Florian Zeller, Anthony Hopkins,Olivia Colman,3,Florian Zeller -  Anthony Hopkins - 1,Florian Zeller - Olivia Colman - 1
tt0042192,131,All About Eve,1950,8.2,allabouteve,133698,Joseph L. Mankiewicz, Bette Davis,Anne Baxter,73,Joseph L. Mankiewicz -  Bette Davis - 1,Joseph L. Mankiewicz - Anne Baxter - 1
tt0993846,132,The Wolf of Wall Street,2013,8.2,thewolfofwallstreet,1455746,Martin Scorsese, Leonardo DiCaprio,Jonah Hill,10,Martin Scorsese -  Leonardo DiCaprio - 3,Martin Scorsese - Jonah Hill - 1
tt6966692,133,Green Book,2018,8.2,greenbook,515734,Peter Farrelly, Viggo Mortensen,Mahershala Ali,5,Peter Farrelly -  Viggo Mortensen - 1,Peter Farrelly - Mahershala Ali - 1
tt0055031,134,Judgment at Nuremberg,1961,8.2,judgmentatnuremberg,79659,Stanley Kramer, Spencer Tracy,Burt Lancaster,62,Stanley Kramer -  Spencer Tracy - 1,Stanley Kramer - Burt Lancaster - 1
tt0089881,135,Ran,1985,8.2,ran,128658,Akira Kurosawa, Tatsuya Nakadai,Akira Terao,38,Akira Kurosawa -  Tatsuya Nakadai - 1,Akira Kurosawa - Akira Terao - 1
tt0112641,136,Casino,1995,8.2,casino,532683,Martin Scorsese, Robert De Niro,Sharon Stone,28,Martin Scorsese -  Robert De Niro - 4,Martin Scorsese - Sharon Stone - 1
tt0120382,137,The Truman Show,1998,8.2,thetrumanshow,1112291,Peter Weir, Jim Carrey,Ed Harris,25,Peter Weir -  Jim Carrey - 1,Peter Weir - Ed Harris - 1
tt0469494,138,There Will Be Blood,2007,8.2,therewillbeblood,600303,Paul Thomas Anderson, Daniel Day-Lewis,Paul Dano,16,Paul Thomas Anderson -  Daniel Day-Lewis - 1,Paul Thomas Anderson - Paul Dano - 1
tt0457430,139,Pan's Labyrinth,2006,8.2,panslabyrinth,679411,Guillermo del Toro, Ivana Baquero,Ariadna Gil,17,Guillermo del Toro -  Ivana Baquero - 1,Guillermo del Toro - Ariadna Gil - 1
tt0105695,140,Unforgiven,1992,8.2,unforgiven,419647,Clint Eastwood, Clint Eastwood,Gene Hackman,31,Clint Eastwood -  Clint Eastwood - 2,Clint Eastwood - Gene Hackman - 1
tt0167404,141,The Sixth Sense,1999,8.2,thesixthsense,1008487,M. Night Shyamalan, Bruce Willis,Haley Joel Osment,24,M. Night Shyamalan -  Bruce Willis - 1,M. Night Shyamalan - Haley Joel Osment - 1
tt1130884,142,Shutter Island,2010,8.2,shutterisland,1354337,Martin Scorsese, Leonardo DiCaprio,Emily Mortimer,13,Martin Scorsese -  Leonardo DiCaprio - 3,Martin Scorsese - Emily Mortimer - 1
tt0107290,143,Jurassic Park,1993,8.2,jurassicpark,1010578,Steven Spielberg, Sam Neill,Laura Dern,30,Steven Spielberg -  Sam Neill - 1,Steven Spielberg - Laura Dern - 1
tt0268978,144,A Beautiful Mind,2001,8.2,abeautifulmind,947847,Ron Howard, Russell Crowe,Ed Harris,22,Ron Howard -  Russell Crowe - 1,Ron Howard - Ed Harris - 1
tt0055630,145,Yojimbo,1961,8.1,yojimbo,125501,Akira Kurosawa, Toshirô Mifune,Eijirô Tôno,62,Akira Kurosawa -  Toshirô Mifune - 4,Akira Kurosawa - Eijirô Tôno - 1
tt0040897,146,The Treasure of the Sierra Madre,1948,8.1,thetreasureofthesierramadre,127562,John Huston, Humphrey Bogart,Walter Huston,75,John Huston -  Humphrey Bogart - 1,John Huston - Walter Huston - 1
tt0071853,147,Monty Python and the Holy Grail,1975,8.1,montypythonandtheholygrail,550444,Terry Gilliam, Graham Chapman,John Cleese,48,Terry Gilliam -  Graham Chapman - 1,Terry Gilliam - John Cleese - 1
tt0477348,148,No Country for Old Men,2007,8.1,nocountryforoldmen,997775,Ethan Coen, Tommy Lee Jones,Javier Bardem,16,Ethan Coen -  Tommy Lee Jones - 1,Ethan Coen - Javier Bardem - 1
tt0266697,149,Kill Bill: Vol. 1,2003,8.1,killbillvol1,1137254,Quentin Tarantino, Uma Thurman,David Carradine,20,Quentin Tarantino -  Uma Thurman - 1,Quentin Tarantino - David Carradine - 1
tt0057115,150,The Great Escape,1963,8.1,thegreatescape,248890,John Sturges, Steve McQueen,James Garner,60,John Sturges -  Steve McQueen - 1,John Sturges - James Garner - 1
tt0042876,151,Rashomon,1950,8.1,rashomon,172214,Akira Kurosawa, Toshirô Mifune,Machiko Kyô,73,Akira Kurosawa -  Toshirô Mifune - 4,Akira Kurosawa - Machiko Kyô - 1
tt0084787,152,The Thing,1982,8.1,thething,436879,John Carpenter, Kurt Russell,Wilford Brimley,41,John Carpenter -  Kurt Russell - 1,John Carpenter - Wilford Brimley - 1
tt0266543,153,Finding Nemo,2003,8.1,findingnemo,1063171,Andrew Stanton, Albert Brooks,Ellen DeGeneres,20,Andrew Stanton -  Albert Brooks - 1,Andrew Stanton - Ellen DeGeneres - 1
tt10872600,154,Spider-Man: No Way Home,2021,8.1,spidermannowayhome,789994,Jon Watts, Tom Holland,Zendaya,2,Jon Watts -  Tom Holland - 1,Jon Watts - Zendaya - 1
tt0080678,155,The Elephant Man,1980,8.1,theelephantman,247071,David Lynch, Anthony Hopkins,John Hurt,43,David Lynch -  Anthony Hopkins - 1,David Lynch - John Hurt - 1
tt0071315,156,Chinatown,1974,8.1,chinatown,333714,Roman Polanski, Jack Nicholson,Faye Dunaway,49,Roman Polanski -  Jack Nicholson - 1,Roman Polanski - Faye Dunaway - 1
tt0434409,157,V for Vendetta,2005,8.1,vforvendetta,1138259,James McTeigue, Hugo Weaving,Natalie Portman,18,James McTeigue -  Hugo Weaving - 1,James McTeigue - Natalie Portman - 1
tt0081398,158,Raging Bull,1980,8.1,ragingbull,361906,Martin Scorsese, Robert De Niro,Cathy Moriarty,43,Martin Scorsese -  Robert De Niro - 4,Martin Scorsese - Cathy Moriarty - 1
tt0031381,159,Gone with the Wind,1939,8.1,gonewiththewind,321668,Victor Fleming, Clark Gable,Vivien Leigh,84,Victor Fleming -  Clark Gable - 1,Victor Fleming - Vivien Leigh - 1
tt0046912,160,Dial M for Murder,1954,8.1,dialmformurder,180052,Alfred Hitchcock, Ray Milland,Grace Kelly,69,Alfred Hitchcock -  Ray Milland - 1,Alfred Hitchcock - Grace Kelly - 2
tt0120735,161,"Lock, Stock and Two Smoking Barrels",1998,8.1,lockstockandtwosmokingbarrels,593583,Guy Ritchie, Jason Flemyng,Dexter Fletcher,25,Guy Ritchie -  Jason Flemyng - 1,Guy Ritchie - Dexter Fletcher - 1
tt2096673,162,Inside Out,2015,8.1,insideout,733143,Pete Docter, Amy Poehler,Bill Hader,8,Pete Docter -  Amy Poehler - 1,Pete Docter - Bill Hader - 1
tt0347149,163,Howl's Moving Castle,2004,8.1,howlsmovingcastle,409537,Hayao Miyazaki, Chieko Baishô,Takuya Kimura,19,Hayao Miyazaki -  Chieko Baishô - 1,Hayao Miyazaki - Takuya Kimura - 1
tt1305806,164,The Secret in Their Eyes,2009,8.1,thesecretintheireyes,213547,Juan José Campanella, Ricardo Darín,Soledad Villamil,14,Juan José Campanella -  Ricardo Darín - 1,Juan José Campanella - Soledad Villamil - 1
tt5027774,165,"Three Billboards Outside Ebbing, Missouri",2017,8.1,threebillboardsoutsideebbingmissouri,524045,Martin McDonagh, Frances McDormand,Woody Harrelson,6,Martin McDonagh -  Frances McDormand - 1,Martin McDonagh - Woody Harrelson - 1
tt0117951,166,Trainspotting,1996,8.1,trainspotting,699371,Danny Boyle, Ewan McGregor,Ewen Bremner,27,Danny Boyle -  Ewan McGregor - 1,Danny Boyle - Ewen Bremner - 1
tt0050212,167,The Bridge on the River Kwai,1957,8.1,thebridgeontheriverkwai,225108,David Lean, William Holden,Alec Guinness,66,David Lean -  William Holden - 1,David Lean - Alec Guinness - 2
tt1392214,168,Prisoners,2013,8.1,prisoners,741631,Denis Villeneuve, Hugh Jackman,Jake Gyllenhaal,10,Denis Villeneuve -  Hugh Jackman - 1,Denis Villeneuve - Jake Gyllenhaal - 1
tt0116282,169,Fargo,1996,8.1,fargo,690814,Joel Coen, William H. Macy,Frances McDormand,27,Joel Coen -  William H. Macy - 1,Joel Coen - Frances McDormand - 1
tt1291584,170,Warrior,2011,8.1,warrior,480743,Gavin O'Connor, Tom Hardy,Nick Nolte,12,Gavin O'Connor -  Tom Hardy - 1,Gavin O'Connor - Nick Nolte - 1
tt1205489,171,Gran Torino,2008,8.1,grantorino,787704,Clint Eastwood, Clint Eastwood,Bee Vang,15,Clint Eastwood -  Clint Eastwood - 2,Clint Eastwood - Bee Vang - 1
tt0264464,172,Catch Me If You Can,2002,8.1,catchmeifyoucan,1016061,Steven Spielberg, Leonardo DiCaprio,Tom Hanks,21,Steven Spielberg -  Leonardo DiCaprio - 1,Steven Spielberg - Tom Hanks - 1
tt0096283,173,My Neighbor Totoro,1988,8.1,myneighbortotoro,350876,Hayao Miyazaki, Hitoshi Takagi,Noriko Hidaka,35,Hayao Miyazaki -  Hitoshi Takagi - 1,Hayao Miyazaki - Noriko Hidaka - 1
tt0405159,174,Million Dollar Baby,2004,8.1,milliondollarbaby,698403,Clint Eastwood, Hilary Swank,Clint Eastwood,19,Clint Eastwood -  Hilary Swank - 1,Clint Eastwood - Clint Eastwood - 1
tt0118849,175,Children of Heaven,1997,8.1,childrenofheaven,76477,Majid Majidi, Mohammad Amir Naji,Amir Farrokh Hashemian,26,Majid Majidi -  Mohammad Amir Naji - 1,Majid Majidi - Amir Farrokh Hashemian - 1
tt0083658,176,Blade Runner,1982,8.1,bladerunner,785438,Ridley Scott, Harrison Ford,Rutger Hauer,41,Ridley Scott -  Harrison Ford - 1,Ridley Scott - Rutger Hauer - 1
tt0015864,177,The Gold Rush,1925,8.1,thegoldrush,113582,Charles Chaplin, Charles Chaplin,Mack Swain,98,Charles Chaplin -  Charles Chaplin - 5,Charles Chaplin - Mack Swain - 1
tt4729430,178,Klaus,2019,8.1,klaus,165229,Sergio Pablos, Jason Schwartzman,J.K. Simmons,4,Sergio Pablos -  Jason Schwartzman - 1,Sergio Pablos - J.K. Simmons - 1
tt1201607,179,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,harrypotterandthedeathlyhallowspart2,897303,David Yates, Daniel Radcliffe,Emma Watson,12,David Yates -  Daniel Radcliffe - 1,David Yates - Emma Watson - 1
tt0112471,180,Before Sunrise,1995,8.1,beforesunrise,318985,Richard Linklater, Ethan Hawke,Julie Delpy,28,Richard Linklater -  Ethan Hawke - 2,Richard Linklater - Julie Delpy - 2
tt2024544,181,12 Years a Slave,2013,8.1,12yearsaslave,714032,Steve McQueen, Chiwetel Ejiofor,Michael Kenneth Williams,10,Steve McQueen -  Chiwetel Ejiofor - 1,Steve McQueen - Michael Kenneth Williams - 1
tt0052618,182,Ben-Hur,1959,8.1,benhur,244597,William Wyler, Charlton Heston,Jack Hawkins,64,William Wyler -  Charlton Heston - 1,William Wyler - Jack Hawkins - 1
tt2278388,183,The Grand Budapest Hotel,2014,8.1,thegrandbudapesthotel,834733,Wes Anderson, Ralph Fiennes,F. Murray Abraham,9,Wes Anderson -  Ralph Fiennes - 1,Wes Anderson - F. Murray Abraham - 1
tt0047296,184,On the Waterfront,1954,8.1,onthewaterfront,158146,Elia Kazan, Marlon Brando,Karl Malden,69,Elia Kazan -  Marlon Brando - 1,Elia Kazan - Karl Malden - 1
tt2267998,185,Gone Girl,2014,8.1,gonegirl,1005218,David Fincher, Ben Affleck,Rosamund Pike,9,David Fincher -  Ben Affleck - 1,David Fincher - Rosamund Pike - 1
tt0050986,186,Wild Strawberries,1957,8.1,wildstrawberries,109700,Ingmar Bergman, Victor Sjöström,Bibi Andersson,66,Ingmar Bergman -  Victor Sjöström - 1,Ingmar Bergman - Bibi Andersson - 1
tt0017925,187,The General,1926,8.1,thegeneral,93604,Clyde Bruckman, Buster Keaton,Marion Mack,97,Clyde Bruckman -  Buster Keaton - 1,Clyde Bruckman - Marion Mack - 1
tt0072684,188,Barry Lyndon,1975,8.1,barrylyndon,173119,Stanley Kubrick, Ryan O'Neal,Marisa Berenson,48,Stanley Kubrick -  Ryan O'Neal - 1,Stanley Kubrick - Marisa Berenson - 1
tt0107207,189,In the Name of the Father,1993,8.1,inthenameofthefather,179375,Jim Sheridan, Daniel Day-Lewis,Pete Postlethwaite,30,Jim Sheridan -  Daniel Day-Lewis - 1,Jim Sheridan - Pete Postlethwaite - 1
tt0077416,190,The Deer Hunter,1978,8.1,thedeerhunter,345847,Michael Cimino, Robert De Niro,Christopher Walken,45,Michael Cimino -  Robert De Niro - 1,Michael Cimino - Christopher Walken - 1
tt10366206,191,John Wick: Chapter 4,2023,8.1,johnwickchapter4,139589,Chad Stahelski, Keanu Reeves,Laurence Fishburne,0,Chad Stahelski -  Keanu Reeves - 1,Chad Stahelski - Laurence Fishburne - 1
tt2119532,192,Hacksaw Ridge,2016,8.1,hacksawridge,546481,Mel Gibson, Andrew Garfield,Sam Worthington,7,Mel Gibson -  Andrew Garfield - 1,Mel Gibson - Sam Worthington - 1
tt0041959,193,The Third Man,1949,8.1,thethirdman,174975,Carol Reed, Orson Welles,Joseph Cotten,74,Carol Reed -  Orson Welles - 1,Carol Reed - Joseph Cotten - 1
tt0046268,194,The Wages of Fear,1953,8.1,thewagesoffear,62983,Henri-Georges Clouzot, Yves Montand,Charles Vanel,70,Henri-Georges Clouzot -  Yves Montand - 1,Henri-Georges Clouzot - Charles Vanel - 1
tt0353969,195,Memories of Murder,2003,8.1,memoriesofmurder,194484,Bong Joon Ho, Song Kang-ho,Kim Sang-kyung,20,Bong Joon Ho -  Song Kang-ho - 2,Bong Joon Ho - Kim Sang-kyung - 1
tt3011894,196,Wild Tales,2014,8.1,wildtales,204344,Damián Szifron, Darío Grandinetti,María Marull,9,Damián Szifron -  Darío Grandinetti - 1,Damián Szifron - María Marull - 1
tt0015324,197,Sherlock Jr.,1924,8.1,sherlockjr,52103,Buster Keaton, Buster Keaton,Kathryn McGuire,99,Buster Keaton -  Buster Keaton - 1,Buster Keaton - Kathryn McGuire - 1
tt0031679,198,Mr. Smith Goes to Washington,1939,8.1,mrsmithgoestowashington,117369,Frank Capra, James Stewart,Jean Arthur,84,Frank Capra -  James Stewart - 2,Frank Capra - Jean Arthur - 1
tt1392190,199,Mad Max: Fury Road,2015,8.1,madmaxfuryroad,1026219,George Miller, Tom Hardy,Charlize Theron,8,George Miller -  Tom Hardy - 1,George Miller - Charlize Theron - 1
tt0978762,200,Mary and Max,2009,8.1,maryandmax,180374,Adam Elliot, Toni Collette,Philip Seymour Hoffman,14,Adam Elliot -  Toni Collette - 1,Adam Elliot - Philip Seymour Hoffman - 1
tt0892769,201,How to Train Your Dragon,2010,8.1,howtotrainyourdragon,758451,Dean DeBlois, Jay Baruchel,Gerard Butler,13,Dean DeBlois -  Jay Baruchel - 1,Dean DeBlois - Gerard Butler - 1
tt0050976,202,The Seventh Seal,1957,8.1,theseventhseal,189318,Ingmar Bergman, Max von Sydow,Gunnar Björnstrand,66,Ingmar Bergman -  Max von Sydow - 1,Ingmar Bergman - Gunnar Björnstrand - 1
tt0198781,203,"Monsters, Inc.",2001,8.1,monstersinc,928850,Pete Docter, Billy Crystal,John Goodman,22,Pete Docter -  Billy Crystal - 1,Pete Docter - John Goodman - 1
tt0097165,204,Dead Poets Society,1989,8.1,deadpoetssociety,507407,Peter Weir, Robin Williams,Robert Sean Leonard,34,Peter Weir -  Robin Williams - 1,Peter Weir - Robert Sean Leonard - 1
tt0073195,205,Jaws,1975,8.1,jaws,621370,Steven Spielberg, Roy Scheider,Robert Shaw,48,Steven Spielberg -  Roy Scheider - 1,Steven Spielberg - Robert Shaw - 1
tt3170832,206,Room,2015,8.1,room,430444,Lenny Abrahamson, Brie Larson,Jacob Tremblay,8,Lenny Abrahamson -  Brie Larson - 1,Lenny Abrahamson - Jacob Tremblay - 1
tt0118715,207,The Big Lebowski,1998,8.1,thebiglebowski,824755,Joel Coen, Jeff Bridges,John Goodman,25,Joel Coen -  Jeff Bridges - 1,Joel Coen - John Goodman - 1
tt0046438,208,Tokyo Story,1953,8.1,tokyostory,63835,Yasujirô Ozu, Chishû Ryû,Chieko Higashiyama,70,Yasujirô Ozu -  Chishû Ryû - 1,Yasujirô Ozu - Chieko Higashiyama - 1
tt0019254,209,The Passion of Joan of Arc,1928,8.1,thepassionofjoanofarc,57048,Carl Theodor Dreyer, Maria Falconetti,Eugene Silvain,95,Carl Theodor Dreyer -  Maria Falconetti - 1,Carl Theodor Dreyer - Eugene Silvain - 1
tt1950186,210,Ford v Ferrari,2019,8.1,fordvferrari,414714,James Mangold, Matt Damon,Christian Bale,4,James Mangold -  Matt Damon - 1,James Mangold - Christian Bale - 1
tt0395169,211,Hotel Rwanda,2004,8.0,hotelrwanda,361212,Terry George, Don Cheadle,Sophie Okonedo,19,Terry George -  Don Cheadle - 1,Terry George - Sophie Okonedo - 1
tt0075148,212,Rocky,1976,8.0,rocky,596190,John G. Avildsen, Sylvester Stallone,Talia Shire,47,John G. Avildsen -  Sylvester Stallone - 1,John G. Avildsen - Talia Shire - 1
tt0382932,213,Ratatouille,2007,8.0,ratatouille,762323,Brad Bird, Brad Garrett,Lou Romano,16,Brad Bird -  Brad Garrett - 1,Brad Bird - Lou Romano - 1
tt0091763,214,Platoon,1986,8.0,platoon,422275,Oliver Stone, Charlie Sheen,Tom Berenger,37,Oliver Stone -  Charlie Sheen - 1,Oliver Stone - Tom Berenger - 1
tt1895587,215,Spotlight,2015,8.0,spotlight,480698,Tom McCarthy, Mark Ruffalo,Michael Keaton,8,Tom McCarthy -  Mark Ruffalo - 1,Tom McCarthy - Michael Keaton - 1
tt3315342,216,Logan,2017,8.0,logan,784046,James Mangold, Hugh Jackman,Patrick Stewart,6,James Mangold -  Hugh Jackman - 1,James Mangold - Patrick Stewart - 1
tt0088247,217,The Terminator,1984,8.0,theterminator,882713,James Cameron, Arnold Schwarzenegger,Linda Hamilton,39,James Cameron -  Arnold Schwarzenegger - 2,James Cameron - Linda Hamilton - 2
tt0092005,218,Stand by Me,1986,8.0,standbyme,415725,Rob Reiner, Wil Wheaton,River Phoenix,37,Rob Reiner -  Wil Wheaton - 1,Rob Reiner - River Phoenix - 1
tt1979320,219,Rush,2013,8.0,rush,489642,Ron Howard, Daniel Brühl,Chris Hemsworth,10,Ron Howard -  Daniel Brühl - 1,Ron Howard - Chris Hemsworth - 1
tt0074958,220,Network,1976,8.0,network,163022,Sidney Lumet, Faye Dunaway,William Holden,47,Sidney Lumet -  Faye Dunaway - 1,Sidney Lumet - William Holden - 1
tt0381681,221,Before Sunset,2004,8.0,beforesunset,272768,Richard Linklater, Ethan Hawke,Julie Delpy,19,Richard Linklater -  Ethan Hawke - 2,Richard Linklater - Julie Delpy - 2
tt0758758,222,Into the Wild,2007,8.0,intothewild,633622,Sean Penn, Emile Hirsch,Vince Vaughn,16,Sean Penn -  Emile Hirsch - 1,Sean Penn - Vince Vaughn - 1
tt0032138,223,The Wizard of Oz,1939,8.0,thewizardofoz,409113,Victor Fleming, Judy Garland,Frank Morgan,84,Victor Fleming -  Judy Garland - 1,Victor Fleming - Frank Morgan - 1
tt0036868,224,The Best Years of Our Lives,1946,8.0,thebestyearsofourlives,66839,William Wyler, Myrna Loy,Dana Andrews,77,William Wyler -  Myrna Loy - 1,William Wyler - Dana Andrews - 1
tt0070047,225,The Exorcist,1973,8.0,theexorcist,419505,William Friedkin, Ellen Burstyn,Max von Sydow,50,William Friedkin -  Ellen Burstyn - 1,William Friedkin - Max von Sydow - 1
tt0107048,226,Groundhog Day,1993,8.0,groundhogday,648526,Harold Ramis, Bill Murray,Andie MacDowell,30,Harold Ramis -  Bill Murray - 1,Harold Ramis - Andie MacDowell - 1
tt0317705,227,The Incredibles,2004,8.0,theincredibles,758178,Brad Bird, Craig T. Nelson,Samuel L. Jackson,19,Brad Bird -  Craig T. Nelson - 1,Brad Bird - Samuel L. Jackson - 1
tt0035446,228,To Be or Not to Be,1942,8.0,tobeornottobe,39437,Ernst Lubitsch, Carole Lombard,Jack Benny,81,Ernst Lubitsch -  Carole Lombard - 1,Ernst Lubitsch - Jack Benny - 1
tt0113247,229,La haine,1995,8.0,lahaine,180511,Mathieu Kassovitz, Vincent Cassel,Hubert Koundé,28,Mathieu Kassovitz -  Vincent Cassel - 1,Mathieu Kassovitz - Hubert Koundé - 1
tt0325980,230,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,piratesofthecaribbeanthecurseoftheblackpearl,1149888,Gore Verbinski, Johnny Depp,Geoffrey Rush,20,Gore Verbinski -  Johnny Depp - 1,Gore Verbinski - Geoffrey Rush - 1
tt1028532,231,Hachi: A Dog's Tale,2009,8.0,hachiadogstale,293780,Lasse Hallström, Richard Gere,Joan Allen,14,Lasse Hallström -  Richard Gere - 1,Lasse Hallström - Joan Allen - 1
tt0048473,232,Pather Panchali,1955,8.0,patherpanchali,34812,Satyajit Ray, Kanu Bannerjee,Karuna Bannerjee,68,Satyajit Ray -  Kanu Bannerjee - 1,Satyajit Ray - Karuna Bannerjee - 1
tt0058946,233,The Battle of Algiers,1966,8.0,thebattleofalgiers,62197,Gillo Pontecorvo, Brahim Hadjadj,Jean Martin,57,Gillo Pontecorvo -  Brahim Hadjadj - 1,Gillo Pontecorvo - Jean Martin - 1
tt0032551,234,The Grapes of Wrath,1940,8.0,thegrapesofwrath,95850,John Ford, Henry Fonda,Jane Darwell,83,John Ford -  Henry Fonda - 1,John Ford - Jane Darwell - 1
tt0476735,235,My Father and My Son,2005,8.0,myfatherandmyson,88011,Çagan Irmak, Çetin Tekindor,Fikret Kuskan,18,Çagan Irmak -  Çetin Tekindor - 1,Çagan Irmak - Fikret Kuskan - 1
tt0245712,236,Amores Perros,2000,8.0,amoresperros,244855,Alejandro G. Iñárritu, Emilio Echevarría,Gael García Bernal,23,Alejandro G. Iñárritu -  Emilio Echevarría - 1,Alejandro G. Iñárritu - Gael García Bernal - 1
tt15097216,237,Jai Bhim,2021,8.0,jaibhim,206147,T.J. Gnanavel, Suriya,Lijo Mol Jose,2,T.J. Gnanavel -  Suriya - 1,T.J. Gnanavel - Lijo Mol Jose - 1
tt0032976,238,Rebecca,1940,8.0,rebecca,140445,Alfred Hitchcock, Laurence Olivier,Joan Fontaine,83,Alfred Hitchcock -  Laurence Olivier - 1,Alfred Hitchcock - Joan Fontaine - 1
tt4016934,239,The Handmaiden,2016,8.0,thehandmaiden,155921,Park Chan-wook, Kim Min-hee,Ha Jung-woo,7,Park Chan-wook -  Kim Min-hee - 1,Park Chan-wook - Ha Jung-woo - 1
tt0061512,240,Cool Hand Luke,1967,8.0,coolhandluke,181136,Stuart Rosenberg, Paul Newman,George Kennedy,56,Stuart Rosenberg -  Paul Newman - 1,Stuart Rosenberg - George Kennedy - 1
tt0059742,241,The Sound of Music,1965,8.0,thesoundofmusic,243740,Robert Wise, Julie Andrews,Christopher Plummer,58,Robert Wise -  Julie Andrews - 1,Robert Wise - Christopher Plummer - 1
tt0025316,242,It Happened One Night,1934,8.0,ithappenedonenight,106905,Frank Capra, Clark Gable,Claudette Colbert,89,Frank Capra -  Clark Gable - 1,Frank Capra - Claudette Colbert - 1
tt0053198,243,The 400 Blows,1959,8.0,the400blows,121698,François Truffaut, Jean-Pierre Léaud,Albert Rémy,64,François Truffaut -  Jean-Pierre Léaud - 1,François Truffaut - Albert Rémy - 1
tt0060827,244,Persona,1966,8.0,persona,123138,Ingmar Bergman, Bibi Andersson,Liv Ullmann,57,Ingmar Bergman -  Bibi Andersson - 1,Ingmar Bergman - Liv Ullmann - 1
tt0079470,245,Life of Brian,1979,8.0,lifeofbrian,407814,Terry Jones, Graham Chapman,John Cleese,44,Terry Jones -  Graham Chapman - 1,Terry Jones - John Cleese - 1
tt0129167,246,The Iron Giant,1999,8.0,theirongiant,207734,Brad Bird, Eli Marienthal,Harry Connick Jr.,24,Brad Bird -  Eli Marienthal - 1,Brad Bird - Harry Connick Jr. - 1
tt1454029,247,The Help,2011,8.0,thehelp,470959,Tate Taylor, Viola Davis,Emma Stone,12,Tate Taylor -  Viola Davis - 1,Tate Taylor - Emma Stone - 1
tt0103639,248,Aladdin,1992,8.0,aladdin,434414,Ron Clements, Scott Weinger,Robin Williams,31,Ron Clements -  Scott Weinger - 1,Ron Clements - Robin Williams - 1
tt0099348,249,Dances with Wolves,1990,8.0,danceswithwolves,275276,Kevin Costner, Kevin Costner,Mary McDonnell,33,Kevin Costner -  Kevin Costner - 1,Kevin Costner - Mary McDonnell - 1
tt0071411,250,Dersu Uzala,1975,8.0,dersuuzala,31717,Akira Kurosawa, Maksim Munzuk,Yuriy Solomin,48,Akira Kurosawa -  Maksim Munzuk - 1,Akira Kurosawa - Yuriy Solomin - 1
