id,rank,title_en,year,rating,persons
tt0031679,199,Mr. Smith Goes to Washington,(1939),"8.1 based on 117,425 user ratings","Frank Capra (dir.), James Stewart, Jean Arthur"
tt1392190,200,Mad Max: Fury Road,(2015),"8.1 based on 1,027,234 user ratings","George Miller (dir.), Tom Hardy, Charlize Theron"
tt0978762,201,Mary and Max,(2009),"8.1 based on 180,490 user ratings","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman"
tt0892769,202,How to Train Your Dragon,(2010),"8.1 based on 759,155 user ratings","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler"
tt0097165,203,Dead Poets Society,(1989),"8.1 based on 507,992 user ratings","Peter Weir (dir.), Robin Williams, Robert Sean Leonard"
tt0050976,204,The Seventh Seal,(1957),"8.1 based on 189,466 user ratings","Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand"
tt0198781,205,"Monsters, Inc.",(2001),"8.1 based on 929,660 user ratings","Pete Docter (dir.), Billy Crystal, John Goodman"
tt0073195,206,Jaws,(1975),"8.1 based on 621,990 user ratings","Steven Spielberg (dir.), Roy Scheider, Robert Shaw"
tt3170832,207,Room,(2015),"8.1 based on 430,767 user ratings","Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay"
tt0118715,208,The Big Lebowski,(1998),"8.1 based on 825,382 user ratings","Joel Coen (dir.), Jeff Bridges, John Goodman"
tt0046438,209,Tokyo Story,(1953),"8.1 based on 63,900 user ratings","Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama"
tt1950186,210,Ford v Ferrari,(2019),"8.1 based on 415,611 user ratings","James Mangold (dir.), Matt Damon, Christian Bale"
tt0019254,211,The Passion of Joan of Arc,(1928),"8.1 based on 57,109 user ratings","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain"
tt0395169,212,Hotel Rwanda,(2004),"8.0 based on 361,377 user ratings","Terry George (dir.), Don Cheadle, Sophie Okonedo"
tt0075148,213,Rocky,(1976),"8.0 based on 596,751 user ratings","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire"
tt0382932,214,Ratatouille,(2007),"8.0 based on 763,325 user ratings","Brad Bird (dir.), Brad Garrett, Lou Romano"
tt0091763,215,Platoon,(1986),"8.0 based on 422,539 user ratings","Oliver Stone (dir.), Charlie Sheen, Tom Berenger"
tt3315342,216,Logan,(2017),"8.0 based on 784,956 user ratings","James Mangold (dir.), Hugh Jackman, Patrick Stewart"
tt1895587,217,Spotlight,(2015),"8.0 based on 481,104 user ratings","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton"
tt0088247,218,The Terminator,(1984),"8.0 based on 883,403 user ratings","James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton"
tt0092005,219,Stand by Me,(1986),"8.0 based on 416,172 user ratings","Rob Reiner (dir.), Wil Wheaton, River Phoenix"
tt1979320,220,Rush,(2013),"8.0 based on 489,985 user ratings","Ron Howard (dir.), Daniel Brühl, Chris Hemsworth"
tt0074958,221,Network,(1976),"8.0 based on 163,141 user ratings","Sidney Lumet (dir.), Faye Dunaway, William Holden"
tt0381681,222,Before Sunset,(2004),"8.0 based on 273,057 user ratings","Richard Linklater (dir.), Ethan Hawke, Julie Delpy"
tt0758758,223,Into the Wild,(2007),"8.0 based on 633,999 user ratings","Sean Penn (dir.), Emile Hirsch, Vince Vaughn"
tt0032138,224,The Wizard of Oz,(1939),"8.0 based on 409,449 user ratings","Victor Fleming (dir.), Judy Garland, Frank Morgan"
tt0036868,225,The Best Years of Our Lives,(1946),"8.0 based on 66,907 user ratings","William Wyler (dir.), Myrna Loy, Dana Andrews"
tt0070047,226,The Exorcist,(1973),"8.0 based on 420,018 user ratings","William Friedkin (dir.), Ellen Burstyn, Max von Sydow"
tt0107048,227,Groundhog Day,(1993),"8.0 based on 649,033 user ratings","Harold Ramis (dir.), Bill Murray, Andie MacDowell"
tt0317705,228,The Incredibles,(2004),"8.0 based on 758,995 user ratings","Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson"
tt0113247,229,La haine,(1995),"8.0 based on 180,769 user ratings","Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé"
tt0035446,230,To Be or Not to Be,(1942),"8.0 based on 39,498 user ratings","Ernst Lubitsch (dir.), Carole Lombard, Jack Benny"
tt0325980,231,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),"8.0 based on 1,150,805 user ratings","Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush"
tt1028532,232,Hachi: A Dog's Tale,(2009),"8.0 based on 294,057 user ratings","Lasse Hallström (dir.), Richard Gere, Joan Allen"
tt0032551,233,The Grapes of Wrath,(1940),"8.0 based on 95,932 user ratings","John Ford (dir.), Henry Fonda, Jane Darwell"
tt0058946,234,The Battle of Algiers,(1966),"8.0 based on 62,263 user ratings","Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin"
tt0048473,235,Pather Panchali,(1955),"8.0 based on 34,861 user ratings","Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee"
tt0476735,236,My Father and My Son,(2005),"8.0 based on 88,064 user ratings","Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan"
tt0245712,237,Amores Perros,(2000),"8.0 based on 244,979 user ratings","Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal"
tt15097216,238,Jai Bhim,(2021),"8.0 based on 206,331 user ratings","T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose"
tt0032976,239,Rebecca,(1940),"8.0 based on 140,531 user ratings","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine"
tt4016934,240,The Handmaiden,(2016),"8.0 based on 156,227 user ratings","Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo"
tt0061512,241,Cool Hand Luke,(1967),"8.0 based on 181,272 user ratings","Stuart Rosenberg (dir.), Paul Newman, George Kennedy"
tt0059742,242,The Sound of Music,(1965),"8.0 based on 243,951 user ratings","Robert Wise (dir.), Julie Andrews, Christopher Plummer"
tt0025316,243,It Happened One Night,(1934),"8.0 based on 106,977 user ratings","Frank Capra (dir.), Clark Gable, Claudette Colbert"
tt0053198,244,The 400 Blows,(1959),"8.0 based on 121,789 user ratings","François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy"
tt0060827,245,Persona,(1966),"8.0 based on 123,262 user ratings","Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann"
tt0079470,246,Life of Brian,(1979),"8.0 based on 408,085 user ratings","Terry Jones (dir.), Graham Chapman, John Cleese"
tt0129167,247,The Iron Giant,(1999),"8.0 based on 208,039 user ratings","Brad Bird (dir.), Eli Marienthal, Harry Connick Jr."
tt1454029,248,The Help,(2011),"8.0 based on 471,314 user ratings","Tate Taylor (dir.), Viola Davis, Emma Stone"
tt0103639,249,Aladdin,(1992),"8.0 based on 434,990 user ratings","Ron Clements (dir.), Scott Weinger, Robin Williams"
tt0099348,250,Dances with Wolves,(1990),"8.0 based on 275,617 user ratings","Kevin Costner (dir.), Kevin Costner, Mary McDonnell"
